Image,Index,Name,Type 1,Type 2,Total,HP,Attack,Defense,SP. Atk.,SP. Def,Speed
images/385.png,310,Manectric,Electric,,475,70,75,60,105,60,105
images/386.png,310,Manectric Mega Manectric,Electric,,575,70,75,80,135,80,135
images/387.png,311,Plusle,Electric,,405,60,50,40,85,75,95
images/388.png,312,Minun,Electric,,405,60,40,50,75,85,95
images/389.png,313,Volbeat,Bug,,430,65,73,75,47,85,85
images/390.png,314,Illumise,Bug,,430,65,47,75,73,85,85
images/391.png,315,Roselia,Grass,Poison,400,50,60,45,100,80,65
images/392.png,316,Gulpin,Poison,,302,70,43,53,43,53,40
images/393.png,317,Swalot,Poison,,467,100,73,83,73,83,55
images/394.png,318,Carvanha,Water,Dark,305,45,90,20,65,20,65
images/395.png,319,Sharpedo,Water,Dark,460,70,120,40,95,40,95
images/396.png,319,Sharpedo Mega Sharpedo,Water,Dark,560,70,140,70,110,65,105
images/397.png,320,Wailmer,Water,,400,130,70,35,70,35,60
images/398.png,321,Wailord,Water,,500,170,90,45,90,45,60
images/399.png,322,Numel,Fire,Ground,305,60,60,40,65,45,35
images/400.png,323,Camerupt,Fire,Ground,460,70,100,70,105,75,40
images/401.png,323,Camerupt Mega Camerupt,Fire,Ground,560,70,120,100,145,105,20
images/402.png,324,Torkoal,Fire,,470,70,85,140,85,70,20
images/403.png,325,Spoink,Psychic,,330,60,25,35,70,80,60
images/404.png,326,Grumpig,Psychic,,470,80,45,65,90,110,80
images/405.png,327,Spinda,Normal,,360,60,60,60,60,60,60
images/406.png,328,Trapinch,Ground,,290,45,100,45,45,45,10
images/407.png,329,Vibrava,Ground,Dragon,340,50,70,50,50,50,70
images/408.png,330,Flygon,Ground,Dragon,520,80,100,80,80,80,100
images/409.png,331,Cacnea,Grass,,335,50,85,40,85,40,35
images/410.png,332,Cacturne,Grass,Dark,475,70,115,60,115,60,55
images/411.png,333,Swablu,Normal,Flying,310,45,40,60,40,75,50
images/412.png,334,Altaria,Dragon,Flying,490,75,70,90,70,105,80
images/413.png,334,Altaria Mega Altaria,Dragon,Fairy,590,75,110,110,110,105,80
images/414.png,335,Zangoose,Normal,,458,73,115,60,60,60,90
images/415.png,336,Seviper,Poison,,458,73,100,60,100,60,65
images/416.png,337,Lunatone,Rock,Psychic,460,90,55,65,95,85,70
images/417.png,338,Solrock,Rock,Psychic,460,90,95,85,55,65,70
images/418.png,339,Barboach,Water,Ground,288,50,48,43,46,41,60
images/419.png,340,Whiscash,Water,Ground,468,110,78,73,76,71,60
images/420.png,341,Corphish,Water,,308,43,80,65,50,35,35
images/421.png,342,Crawdaunt,Water,Dark,468,63,120,85,90,55,55
images/422.png,343,Baltoy,Ground,Psychic,300,40,40,55,40,70,55
images/423.png,344,Claydol,Ground,Psychic,500,60,70,105,70,120,75
images/424.png,345,Lileep,Rock,Grass,355,66,41,77,61,87,23
images/425.png,346,Cradily,Rock,Grass,495,86,81,97,81,107,43
images/426.png,347,Anorith,Rock,Bug,355,45,95,50,40,50,75
images/427.png,348,Armaldo,Rock,Bug,495,75,125,100,70,80,45
images/428.png,349,Feebas,Water,,200,20,15,20,10,55,80
images/429.png,350,Milotic,Water,,540,95,60,79,100,125,81
images/430.png,351,Castform,Normal,,420,70,70,70,70,70,70
images/431.png,351,Castform Sunny Form,Fire,,420,70,70,70,70,70,70
images/432.png,351,Castform Rainy Form,Water,,420,70,70,70,70,70,70
images/433.png,351,Castform Snowy Form,Ice,,420,70,70,70,70,70,70
images/434.png,352,Kecleon,Normal,,440,60,90,70,60,120,40
images/435.png,353,Shuppet,Ghost,,295,44,75,35,63,33,45
images/436.png,354,Banette,Ghost,,455,64,115,65,83,63,65
images/437.png,354,Banette Mega Banette,Ghost,,555,64,165,75,93,83,75
images/438.png,355,Duskull,Ghost,,295,20,40,90,30,90,25
images/439.png,356,Dusclops,Ghost,,455,40,70,130,60,130,25
images/440.png,357,Tropius,Grass,Flying,460,99,68,83,72,87,51
images/441.png,358,Chimecho,Psychic,,455,75,50,80,95,90,65
images/442.png,359,Absol,Dark,,465,65,130,60,75,60,75
images/443.png,359,Absol Mega Absol,Dark,,565,65,150,60,115,60,115
images/444.png,360,Wynaut,Psychic,,260,95,23,48,23,48,23
images/445.png,361,Snorunt,Ice,,300,50,50,50,50,50,50
images/446.png,362,Glalie,Ice,,480,80,80,80,80,80,80
images/447.png,362,Glalie Mega Glalie,Ice,,580,80,120,80,120,80,100
images/448.png,363,Spheal,Ice,Water,290,70,40,50,55,50,25
images/449.png,364,Sealeo,Ice,Water,410,90,60,70,75,70,45
images/450.png,365,Walrein,Ice,Water,530,110,80,90,95,90,65
images/451.png,366,Clamperl,Water,,345,35,64,85,74,55,32
images/452.png,367,Huntail,Water,,485,55,104,105,94,75,52
images/453.png,368,Gorebyss,Water,,485,55,84,105,114,75,52
images/454.png,369,Relicanth,Water,Rock,485,100,90,130,45,65,55
images/455.png,370,Luvdisc,Water,,330,43,30,55,40,65,97
images/456.png,371,Bagon,Dragon,,300,45,75,60,40,30,50
images/457.png,372,Shelgon,Dragon,,420,65,95,100,60,50,50
images/458.png,373,Salamence,Dragon,Flying,600,95,135,80,110,80,100
images/459.png,373,Salamence Mega Salamence,Dragon,Flying,700,95,145,130,120,90,120
images/460.png,374,Beldum,Steel,Psychic,300,40,55,80,35,60,30
images/461.png,375,Metang,Steel,Psychic,420,60,75,100,55,80,50
images/462.png,376,Metagross,Steel,Psychic,600,80,135,130,95,90,70
images/463.png,376,Metagross Mega Metagross,Steel,Psychic,700,80,145,150,105,110,110
images/464.png,377,Regirock,Rock,,580,80,100,200,50,100,50
images/465.png,378,Regice,Ice,,580,80,50,100,100,200,50
images/466.png,379,Registeel,Steel,,580,80,75,150,75,150,50
images/467.png,380,Latias,Dragon,Psychic,600,80,80,90,110,130,110
images/468.png,380,Latias Mega Latias,Dragon,Psychic,700,80,100,120,140,150,110
images/469.png,381,Latios,Dragon,Psychic,600,80,90,80,130,110,110
images/470.png,381,Latios Mega Latios,Dragon,Psychic,700,80,130,100,160,120,110
images/471.png,382,Kyogre,Water,,670,100,100,90,150,140,90
images/472.png,382,Kyogre Primal Kyogre,Water,,770,100,150,90,180,160,90
images/473.png,383,Groudon,Ground,,670,100,150,140,100,90,90
images/474.png,383,Groudon Primal Groudon,Ground,Fire,770,100,180,160,150,90,90
images/475.png,384,Rayquaza,Dragon,Flying,680,105,150,90,150,90,95
images/476.png,384,Rayquaza Mega Rayquaza,Dragon,Flying,780,105,180,100,180,100,115
images/477.png,385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100
images/478.png,386,Deoxys Normal Forme,Psychic,,600,50,150,50,150,50,150
images/479.png,386,Deoxys Attack Forme,Psychic,,600,50,180,20,180,20,150
images/480.png,386,Deoxys Defense Forme,Psychic,,600,50,70,160,70,160,90
images/481.png,386,Deoxys Speed Forme,Psychic,,600,50,95,90,95,90,180
images/482.png,387,Turtwig,Grass,,318,55,68,64,45,55,31
images/483.png,388,Grotle,Grass,,405,75,89,85,55,65,36
images/484.png,389,Torterra,Grass,Ground,525,95,109,105,75,85,56
images/485.png,390,Chimchar,Fire,,309,44,58,44,58,44,61
images/486.png,391,Monferno,Fire,Fighting,405,64,78,52,78,52,81
images/487.png,392,Infernape,Fire,Fighting,534,76,104,71,104,71,108
images/488.png,393,Piplup,Water,,314,53,51,53,61,56,40
images/489.png,394,Prinplup,Water,,405,64,66,68,81,76,50
images/490.png,395,Empoleon,Water,Steel,530,84,86,88,111,101,60
images/491.png,396,Starly,Normal,Flying,245,40,55,30,30,30,60
images/492.png,397,Staravia,Normal,Flying,340,55,75,50,40,40,80
images/493.png,398,Staraptor,Normal,Flying,485,85,120,70,50,60,100
images/494.png,399,Bidoof,Normal,,250,59,45,40,35,40,31
images/495.png,400,Bibarel,Normal,Water,410,79,85,60,55,60,71
images/496.png,401,Kricketot,Bug,,194,37,25,41,25,41,25
images/497.png,402,Kricketune,Bug,,384,77,85,51,55,51,65
images/498.png,403,Shinx,Electric,,263,45,65,34,40,34,45
images/499.png,404,Luxio,Electric,,363,60,85,49,60,49,60
images/500.png,405,Luxray,Electric,,523,80,120,79,95,79,70
images/501.png,406,Budew,Grass,Poison,280,40,30,35,50,70,55
images/502.png,407,Roserade,Grass,Poison,515,60,70,65,125,105,90
images/503.png,408,Cranidos,Rock,,350,67,125,40,30,30,58
images/504.png,409,Rampardos,Rock,,495,97,165,60,65,50,58
images/505.png,410,Shieldon,Rock,Steel,350,30,42,118,42,88,30
images/506.png,411,Bastiodon,Rock,Steel,495,60,52,168,47,138,30
images/507.png,412,Burmy Plant Cloak,Bug,,224,40,29,45,29,45,36
images/508.png,412,Burmy Sandy Cloak,Bug,,224,40,29,45,29,45,36
images/509.png,412,Burmy Trash Cloak,Bug,,224,40,29,45,29,45,36
images/510.png,413,Wormadam Plant Cloak,Bug,Grass,424,60,59,85,79,105,36
images/511.png,413,Wormadam Sandy Cloak,Bug,Ground,424,60,79,105,59,85,36
images/512.png,413,Wormadam Trash Cloak,Bug,Steel,424,60,69,95,69,95,36
images/513.png,414,Mothim,Bug,Flying,424,70,94,50,94,50,66
images/514.png,415,Combee,Bug,Flying,244,30,30,42,30,42,70
images/515.png,416,Vespiquen,Bug,Flying,474,70,80,102,80,102,40
images/516.png,417,Pachirisu,Electric,,405,60,45,70,45,90,95
images/517.png,418,Buizel,Water,,330,55,65,35,60,30,85
images/518.png,419,Floatzel,Water,,495,85,105,55,85,50,115
images/519.png,420,Cherubi,Grass,,275,45,35,45,62,53,35
images/520.png,421,Cherrim,Grass,,450,70,60,70,87,78,85
images/521.png,422,Shellos,Water,,325,76,48,48,57,62,34
images/522.png,423,Gastrodon,Water,Ground,475,111,83,68,92,82,39
images/523.png,424,Ambipom,Normal,,482,75,100,66,60,66,115
images/524.png,425,Drifloon,Ghost,Flying,348,90,50,34,60,44,70
images/525.png,426,Drifblim,Ghost,Flying,498,150,80,44,90,54,80
images/526.png,427,Buneary,Normal,,350,55,66,44,44,56,85
images/527.png,428,Lopunny,Normal,,480,65,76,84,54,96,105
images/528.png,428,Lopunny Mega Lopunny,Normal,Fighting,580,65,136,94,54,96,135
images/529.png,429,Mismagius,Ghost,,495,60,60,60,105,105,105
images/530.png,430,Honchkrow,Dark,Flying,505,100,125,52,105,52,71
images/531.png,431,Glameow,Normal,,310,49,55,42,42,37,85
images/532.png,432,Purugly,Normal,,452,71,82,64,64,59,112
images/533.png,433,Chingling,Psychic,,285,45,30,50,65,50,45
images/534.png,434,Stunky,Poison,Dark,329,63,63,47,41,41,74
images/535.png,435,Skuntank,Poison,Dark,479,103,93,67,71,61,84
images/536.png,436,Bronzor,Steel,Psychic,300,57,24,86,24,86,23
images/537.png,437,Bronzong,Steel,Psychic,500,67,89,116,79,116,33
images/538.png,438,Bonsly,Rock,,290,50,80,95,10,45,10
images/539.png,439,Mime Jr.,Psychic,Fairy,310,20,25,45,70,90,60
images/540.png,440,Happiny,Normal,,220,100,5,5,15,65,30
images/541.png,441,Chatot,Normal,Flying,411,76,65,45,92,42,91
images/542.png,442,Spiritomb,Ghost,Dark,485,50,92,108,92,108,35
images/543.png,443,Gible,Dragon,Ground,300,58,70,45,40,45,42
images/544.png,444,Gabite,Dragon,Ground,410,68,90,65,50,55,82
images/545.png,445,Garchomp,Dragon,Ground,600,108,130,95,80,85,102
images/546.png,445,Garchomp Mega Garchomp,Dragon,Ground,700,108,170,115,120,95,92
images/547.png,446,Munchlax,Normal,,390,135,85,40,40,85,5
images/548.png,447,Riolu,Fighting,,285,40,70,40,35,40,60
images/549.png,448,Lucario,Fighting,Steel,525,70,110,70,115,70,90
images/550.png,448,Lucario Mega Lucario,Fighting,Steel,625,70,145,88,140,70,112
images/551.png,449,Hippopotas,Ground,,330,68,72,78,38,42,32
images/552.png,450,Hippowdon,Ground,,525,108,112,118,68,72,47
images/553.png,451,Skorupi,Poison,Bug,330,40,50,90,30,55,65
images/554.png,452,Drapion,Poison,Dark,500,70,90,110,60,75,95
images/555.png,453,Croagunk,Poison,Fighting,300,48,61,40,61,40,50
images/556.png,454,Toxicroak,Poison,Fighting,490,83,106,65,86,65,85
images/557.png,455,Carnivine,Grass,,454,74,100,72,90,72,46
images/558.png,456,Finneon,Water,,330,49,49,56,49,61,66
images/559.png,457,Lumineon,Water,,460,69,69,76,69,86,91
images/560.png,458,Mantyke,Water,Flying,345,45,20,50,60,120,50
images/561.png,459,Snover,Grass,Ice,334,60,62,50,62,60,40
images/562.png,460,Abomasnow,Grass,Ice,494,90,92,75,92,85,60
images/563.png,460,Abomasnow Mega Abomasnow,Grass,Ice,594,90,132,105,132,105,30
images/564.png,461,Weavile,Dark,Ice,510,70,120,65,45,85,125
images/565.png,462,Magnezone,Electric,Steel,535,70,70,115,130,90,60
images/566.png,463,Lickilicky,Normal,,515,110,85,95,80,95,50
images/567.png,464,Rhyperior,Ground,Rock,535,115,140,130,55,55,40
images/568.png,465,Tangrowth,Grass,,535,100,100,125,110,50,50
images/569.png,466,Electivire,Electric,,540,75,123,67,95,85,95
images/570.png,467,Magmortar,Fire,,540,75,95,67,125,95,83
images/571.png,468,Togekiss,Fairy,Flying,545,85,50,95,120,115,80
images/572.png,469,Yanmega,Bug,Flying,515,86,76,86,116,56,95
images/573.png,470,Leafeon,Grass,,525,65,110,130,60,65,95
images/574.png,471,Glaceon,Ice,,525,65,60,110,130,95,65
images/575.png,472,Gliscor,Ground,Flying,510,75,95,125,45,75,95
images/576.png,473,Mamoswine,Ice,Ground,530,110,130,80,70,60,80
images/577.png,474,Porygon-Z,Normal,,535,85,80,70,135,75,90
images/578.png,475,Gallade,Psychic,Fighting,518,68,125,65,65,115,80
images/579.png,475,Gallade Mega Gallade,Psychic,Fighting,618,68,165,95,65,115,110
images/580.png,476,Probopass,Rock,Steel,525,60,55,145,75,150,40
images/581.png,477,Dusknoir,Ghost,,525,45,100,135,65,135,45
images/582.png,478,Froslass,Ice,Ghost,480,70,80,70,80,70,110
images/583.png,479,Rotom,Electric,Ghost,440,50,50,77,95,77,91
images/584.png,479,Rotom Heat Rotom,Electric,Fire,520,50,65,107,105,107,86
images/585.png,479,Rotom Wash Rotom,Electric,Water,520,50,65,107,105,107,86
images/586.png,479,Rotom Frost Rotom,Electric,Ice,520,50,65,107,105,107,86
images/587.png,479,Rotom Fan Rotom,Electric,Flying,520,50,65,107,105,107,86
images/588.png,479,Rotom Mow Rotom,Electric,Grass,520,50,65,107,105,107,86
images/589.png,480,Uxie,Psychic,,580,75,75,130,75,130,95
images/590.png,481,Mesprit,Psychic,,580,80,105,105,105,105,80
images/591.png,482,Azelf,Psychic,,580,75,125,70,125,70,115
images/592.png,483,Dialga,Steel,Dragon,680,100,120,120,150,100,90
images/593.png,483,Dialga Origin Forme,Steel,Dragon,680,100,100,120,150,120,90
images/594.png,484,Palkia,Water,Dragon,680,90,120,100,150,120,100
images/595.png,484,Palkia Origin Forme,Water,Dragon,680,90,100,100,150,120,120
images/596.png,485,Heatran,Fire,Steel,600,91,90,106,130,106,77
images/597.png,486,Regigigas,Normal,,670,110,160,110,80,110,100
images/598.png,487,Giratina Altered Forme,Ghost,Dragon,680,150,100,120,100,120,90
images/599.png,487,Giratina Origin Forme,Ghost,Dragon,680,150,120,100,120,100,90
images/600.png,488,Cresselia,Psychic,,580,120,70,110,75,120,85
images/601.png,489,Phione,Water,,480,80,80,80,80,80,80
images/602.png,490,Manaphy,Water,,600,100,100,100,100,100,100
images/603.png,491,Darkrai,Dark,,600,70,90,90,135,90,125
images/604.png,492,Shaymin Land Forme,Grass,,600,100,100,100,100,100,100
images/605.png,492,Shaymin Sky Forme,Grass,Flying,600,100,103,75,120,75,127
images/606.png,493,Arceus,Normal,,720,120,120,120,120,120,120
images/607.png,494,Victini,Psychic,Fire,600,100,100,100,100,100,100
images/608.png,495,Snivy,Grass,,308,45,45,55,45,55,63
images/609.png,496,Servine,Grass,,413,60,60,75,60,75,83
images/610.png,497,Serperior,Grass,,528,75,75,95,75,95,113
images/611.png,498,Tepig,Fire,,308,65,63,45,45,45,45
images/612.png,499,Pignite,Fire,Fighting,418,90,93,55,70,55,55
images/613.png,500,Emboar,Fire,Fighting,528,110,123,65,100,65,65
images/614.png,501,Oshawott,Water,,308,55,55,45,63,45,45
images/615.png,502,Dewott,Water,,413,75,75,60,83,60,60
images/616.png,503,Samurott,Water,,528,95,100,85,108,70,70
images/617.png,503,Samurott Hisuian Samurott,Water,Dark,528,90,108,80,100,65,85
images/618.png,504,Patrat,Normal,,255,45,55,39,35,39,42
images/619.png,505,Watchog,Normal,,420,60,85,69,60,69,77
images/620.png,506,Lillipup,Normal,,275,45,60,45,25,45,55
images/621.png,507,Herdier,Normal,,370,65,80,65,35,65,60
images/622.png,508,Stoutland,Normal,,500,85,110,90,45,90,80
images/623.png,509,Purrloin,Dark,,281,41,50,37,50,37,66
images/624.png,510,Liepard,Dark,,446,64,88,50,88,50,106
images/625.png,511,Pansage,Grass,,316,50,53,48,53,48,64
images/626.png,512,Simisage,Grass,,498,75,98,63,98,63,101
images/627.png,513,Pansear,Fire,,316,50,53,48,53,48,64
images/628.png,514,Simisear,Fire,,498,75,98,63,98,63,101
images/629.png,515,Panpour,Water,,316,50,53,48,53,48,64
images/630.png,516,Simipour,Water,,498,75,98,63,98,63,101
images/631.png,517,Munna,Psychic,,292,76,25,45,67,55,24
images/632.png,518,Musharna,Psychic,,487,116,55,85,107,95,29
images/633.png,519,Pidove,Normal,Flying,264,50,55,50,36,30,43
images/634.png,520,Tranquill,Normal,Flying,358,62,77,62,50,42,65
images/635.png,521,Unfezant,Normal,Flying,488,80,115,80,65,55,93
images/636.png,522,Blitzle,Electric,,295,45,60,32,50,32,76
images/637.png,523,Zebstrika,Electric,,497,75,100,63,80,63,116
images/638.png,524,Roggenrola,Rock,,280,55,75,85,25,25,15
images/639.png,525,Boldore,Rock,,390,70,105,105,50,40,20
images/640.png,526,Gigalith,Rock,,515,85,135,130,60,80,25
images/641.png,527,Woobat,Psychic,Flying,323,65,45,43,55,43,72
images/642.png,528,Swoobat,Psychic,Flying,425,67,57,55,77,55,114
images/643.png,529,Drilbur,Ground,,328,60,85,40,30,45,68
images/644.png,530,Excadrill,Ground,Steel,508,110,135,60,50,65,88
images/645.png,531,Audino,Normal,,445,103,60,86,60,86,50
images/646.png,531,Audino Mega Audino,Normal,Fairy,545,103,60,126,80,126,50
images/647.png,532,Timburr,Fighting,,305,75,80,55,25,35,35
images/648.png,533,Gurdurr,Fighting,,405,85,105,85,40,50,40
images/649.png,534,Conkeldurr,Fighting,,505,105,140,95,55,65,45
images/650.png,535,Tympole,Water,,294,50,50,40,50,40,64
images/651.png,536,Palpitoad,Water,Ground,384,75,65,55,65,55,69
images/652.png,537,Seismitoad,Water,Ground,509,105,95,75,85,75,74
images/653.png,538,Throh,Fighting,,465,120,100,85,30,85,45
images/654.png,539,Sawk,Fighting,,465,75,125,75,30,75,85
images/655.png,540,Sewaddle,Bug,Grass,310,45,53,70,40,60,42
images/656.png,541,Swadloon,Bug,Grass,380,55,63,90,50,80,42
images/657.png,542,Leavanny,Bug,Grass,500,75,103,80,70,80,92
images/658.png,543,Venipede,Bug,Poison,260,30,45,59,30,39,57
images/659.png,544,Whirlipede,Bug,Poison,360,40,55,99,40,79,47
images/660.png,545,Scolipede,Bug,Poison,485,60,100,89,55,69,112
images/661.png,546,Cottonee,Grass,Fairy,280,40,27,60,37,50,66
images/662.png,547,Whimsicott,Grass,Fairy,480,60,67,85,77,75,116
images/663.png,548,Petilil,Grass,,280,45,35,50,70,50,30
images/664.png,549,Lilligant,Grass,,480,70,60,75,110,75,90
images/665.png,549,Lilligant Hisuian Lilligant,Grass,Fighting,480,70,105,75,50,75,105
images/666.png,550,Basculin Red-Striped Form,Water,,460,70,92,65,80,55,98
images/667.png,550,Basculin Blue-Striped Form,Water,,460,70,92,65,80,55,98
images/668.png,550,Basculin White-Striped Form,Water,,460,70,92,65,80,55,98
images/669.png,551,Sandile,Ground,Dark,292,50,72,35,35,35,65
images/670.png,552,Krokorok,Ground,Dark,351,60,82,45,45,45,74
images/671.png,553,Krookodile,Ground,Dark,519,95,117,80,65,70,92
images/672.png,554,Darumaka,Fire,,315,70,90,45,15,45,50
images/673.png,554,Darumaka Galarian Darumaka,Ice,,315,70,90,45,15,45,50
images/674.png,555,Darmanitan Standard Mode,Fire,,480,105,140,55,30,55,95
images/675.png,555,Darmanitan Zen Mode,Fire,Psychic,540,105,30,105,140,105,55
images/676.png,555,Darmanitan Galarian Standard Mode,Ice,,480,105,140,55,30,55,95
images/677.png,555,Darmanitan Galarian Zen Mode,Ice,Fire,540,105,160,55,30,55,135
images/678.png,556,Maractus,Grass,,461,75,86,67,106,67,60
images/679.png,557,Dwebble,Bug,Rock,325,50,65,85,35,35,55
images/680.png,558,Crustle,Bug,Rock,485,70,105,125,65,75,45
images/681.png,559,Scraggy,Dark,Fighting,348,50,75,70,35,70,48
images/682.png,560,Scrafty,Dark,Fighting,488,65,90,115,45,115,58
images/683.png,561,Sigilyph,Psychic,Flying,490,72,58,80,103,80,97
images/684.png,562,Yamask,Ghost,,303,38,30,85,55,65,30
images/685.png,562,Yamask Galarian Yamask,Ground,Ghost,303,38,55,85,30,65,30
images/686.png,563,Cofagrigus,Ghost,,483,58,50,145,95,105,30
images/687.png,564,Tirtouga,Water,Rock,355,54,78,103,53,45,22
images/688.png,565,Carracosta,Water,Rock,495,74,108,133,83,65,32
images/689.png,566,Archen,Rock,Flying,401,55,112,45,74,45,70
images/690.png,567,Archeops,Rock,Flying,567,75,140,65,112,65,110
images/691.png,568,Trubbish,Poison,,329,50,50,62,40,62,65
images/692.png,569,Garbodor,Poison,,474,80,95,82,60,82,75
images/693.png,570,Zorua,Dark,,330,40,65,40,80,40,65
images/694.png,570,Zorua Hisuian Zorua,Normal,Ghost,330,35,60,40,85,40,70
images/695.png,571,Zoroark,Dark,,510,60,105,60,120,60,105
images/696.png,571,Zoroark Hisuian Zoroark,Normal,Ghost,510,55,100,60,125,60,110
images/697.png,572,Minccino,Normal,,300,55,50,40,40,40,75
images/698.png,573,Cinccino,Normal,,470,75,95,60,65,60,115
images/699.png,574,Gothita,Psychic,,290,45,30,50,55,65,45
images/700.png,575,Gothorita,Psychic,,390,60,45,70,75,85,55
images/701.png,576,Gothitelle,Psychic,,490,70,55,95,95,110,65
images/702.png,577,Solosis,Psychic,,290,45,30,40,105,50,20
images/703.png,578,Duosion,Psychic,,370,65,40,50,125,60,30
images/704.png,579,Reuniclus,Psychic,,490,110,65,75,125,85,30
images/705.png,580,Ducklett,Water,Flying,305,62,44,50,44,50,55
images/706.png,581,Swanna,Water,Flying,473,75,87,63,87,63,98
images/707.png,582,Vanillite,Ice,,305,36,50,50,65,60,44
images/708.png,583,Vanillish,Ice,,395,51,65,65,80,75,59
images/709.png,584,Vanilluxe,Ice,,535,71,95,85,110,95,79
images/710.png,585,Deerling,Normal,Grass,335,60,60,50,40,50,75
images/711.png,586,Sawsbuck,Normal,Grass,475,80,100,70,60,70,95
images/712.png,587,Emolga,Electric,Flying,428,55,75,60,75,60,103
images/713.png,588,Karrablast,Bug,,315,50,75,45,40,45,60
images/714.png,589,Escavalier,Bug,Steel,495,70,135,105,60,105,20
images/715.png,590,Foongus,Grass,Poison,294,69,55,45,55,55,15
images/716.png,591,Amoonguss,Grass,Poison,464,114,85,70,85,80,30
images/717.png,592,Frillish,Water,Ghost,335,55,40,50,65,85,40
images/718.png,593,Jellicent,Water,Ghost,480,100,60,70,85,105,60
images/719.png,594,Alomomola,Water,,470,165,75,80,40,45,65
images/720.png,595,Joltik,Bug,Electric,319,50,47,50,57,50,65
images/721.png,596,Galvantula,Bug,Electric,472,70,77,60,97,60,108
images/722.png,597,Ferroseed,Grass,Steel,305,44,50,91,24,86,10
images/723.png,598,Ferrothorn,Grass,Steel,489,74,94,131,54,116,20
images/724.png,599,Klink,Steel,,300,40,55,70,45,60,30
images/725.png,600,Klang,Steel,,440,60,80,95,70,85,50
images/726.png,601,Klinklang,Steel,,520,60,100,115,70,85,90
images/727.png,602,Tynamo,Electric,,275,35,55,40,45,40,60
images/728.png,603,Eelektrik,Electric,,405,65,85,70,75,70,40
images/729.png,604,Eelektross,Electric,,515,85,115,80,105,80,50
images/730.png,605,Elgyem,Psychic,,335,55,55,55,85,55,30
images/731.png,606,Beheeyem,Psychic,,485,75,75,75,125,95,40
images/732.png,607,Litwick,Ghost,Fire,275,50,30,55,65,55,20
images/733.png,608,Lampent,Ghost,Fire,370,60,40,60,95,60,55
images/734.png,609,Chandelure,Ghost,Fire,520,60,55,90,145,90,80
images/735.png,610,Axew,Dragon,,320,46,87,60,30,40,57
images/736.png,611,Fraxure,Dragon,,410,66,117,70,40,50,67
images/737.png,612,Haxorus,Dragon,,540,76,147,90,60,70,97
images/738.png,613,Cubchoo,Ice,,305,55,70,40,60,40,40
images/739.png,614,Beartic,Ice,,505,95,130,80,70,80,50
images/740.png,615,Cryogonal,Ice,,515,80,50,50,95,135,105
images/741.png,616,Shelmet,Bug,,305,50,40,85,40,65,25
images/742.png,617,Accelgor,Bug,,495,80,70,40,100,60,145
images/743.png,618,Stunfisk,Ground,Electric,471,109,66,84,81,99,32
images/744.png,618,Stunfisk Galarian Stunfisk,Ground,Steel,471,109,81,99,66,84,32
images/745.png,619,Mienfoo,Fighting,,350,45,85,50,55,50,65
images/746.png,620,Mienshao,Fighting,,510,65,125,60,95,60,105
images/747.png,621,Druddigon,Dragon,,485,77,120,90,60,90,48
images/748.png,622,Golett,Ground,Ghost,303,59,74,50,35,50,35
images/749.png,623,Golurk,Ground,Ghost,483,89,124,80,55,80,55
images/750.png,624,Pawniard,Dark,Steel,340,45,85,70,40,40,60
images/751.png,625,Bisharp,Dark,Steel,490,65,125,100,60,70,70
images/752.png,626,Bouffalant,Normal,,490,95,110,95,40,95,55
images/753.png,627,Rufflet,Normal,Flying,350,70,83,50,37,50,60
images/754.png,628,Braviary,Normal,Flying,510,100,123,75,57,75,80
images/755.png,628,Braviary Hisuian Braviary,Psychic,Flying,510,110,83,70,112,70,65
images/756.png,629,Vullaby,Dark,Flying,370,70,55,75,45,65,60
images/757.png,630,Mandibuzz,Dark,Flying,510,110,65,105,55,95,80
images/758.png,631,Heatmor,Fire,,484,85,97,66,105,66,65
images/759.png,632,Durant,Bug,Steel,484,58,109,112,48,48,109
images/760.png,633,Deino,Dark,Dragon,300,52,65,50,45,50,38
images/761.png,634,Zweilous,Dark,Dragon,420,72,85,70,65,70,58
images/762.png,635,Hydreigon,Dark,Dragon,600,92,105,90,125,90,98
images/763.png,636,Larvesta,Bug,Fire,360,55,85,55,50,55,60
images/764.png,637,Volcarona,Bug,Fire,550,85,60,65,135,105,100
images/765.png,638,Cobalion,Steel,Fighting,580,91,90,129,90,72,108
images/766.png,639,Terrakion,Rock,Fighting,580,91,129,90,72,90,108
images/767.png,640,Virizion,Grass,Fighting,580,91,90,72,90,129,108
images/768.png,641,Tornadus Incarnate Forme,Flying,,580,79,115,70,125,80,111
images/769.png,641,Tornadus Therian Forme,Flying,,580,79,100,80,110,90,121
images/770.png,642,Thundurus Incarnate Forme,Electric,Flying,580,79,115,70,125,80,111
images/771.png,642,Thundurus Therian Forme,Electric,Flying,580,79,105,70,145,80,101
images/772.png,643,Reshiram,Dragon,Fire,680,100,120,100,150,120,90
images/773.png,644,Zekrom,Dragon,Electric,680,100,150,120,120,100,90
images/774.png,645,Landorus Incarnate Forme,Ground,Flying,600,89,125,90,115,80,101
images/775.png,645,Landorus Therian Forme,Ground,Flying,600,89,145,90,105,80,91
images/776.png,646,Kyurem,Dragon,Ice,660,125,130,90,130,90,95
